date,time,merchant_raw,amount_chf,payer,category,moment
2026-03-08,20:43,le dezaley,28.27,Bruno,Dining,date_night
2026-03-09,04:19,SALT MOBILE,50.43,Noemi,Subscriptions,everyday
2026-03-09,07:53,METRO TICKET //WIEN AT 07.06.25,8.84,Noemi,Transport,trip
2026-03-09,14:36,MUSEU NACIONAL 20.07.24,48.60,Noemi,Entertainment,trip
2026-03-09,15:26,AMAVITA APOTHEKE NR.1622,33.07,Ada,Health,everyday
2026-03-09,16:32,Uber Trip Zh,23.48,Ada,Transport,everyday
2026-03-09,19:05,taverna mykonos //HAMBURG 2844,51.18,Noemi,Dining,trip
2026-03-09,22:29,GUIDED CITY TOUR 14.10.26 CARD*5013,66.41,Ada,Entertainment,trip
2026-03-10,02:10,NETFLIX CARD*4521,19.87,Ada,Subscriptions,everyday
2026-03-10,08:08,SOCAR TANKSTELLE KLOTEN CARD*9461,69.62,Noemi,Transport,everyday
2026-03-10,13:30,TIBITS,54.81,Ada,Dining,everyday
2026-03-10,13:31,TRATTORIA DA NINO,32.48,Noemi,Dining,everyday
2026-03-10,14:48,MIGROS,19.55,Bruno,Groceries,everyday
2026-03-10,16:58,uber trip Zh 04.10.24,25.02,Bruno,Transport,everyday
2026-03-10,18:25,VICAFE/Schlieren,4.24,Ada,Cafes,everyday
2026-03-10,19:36,GUIDED CITY TOUR 6016,37.41,Ada,Entertainment,trip
2026-03-10,21:05,SUSHI ZEN NR.7252,54.44,Noemi,Dining,date_night
2026-03-10,21:35,PATHE SPREITENBACH Zh STORE9956,20.96,Ada,Entertainment,everyday
2026-03-11,04:35,SERAFE,112.54,Noemi,Subscriptions,everyday
2026-03-11,06:37,SBB CFF FFS Luzern CH,9.03,Bruno,Transport,everyday
2026-03-11,08:48,uber trip ZUERICH OERLIKON KD.NR 33611412,39.74,Noemi,Transport,everyday
2026-03-11,10:21,VICAFE TID 39581544,3.88,Bruno,Cafes,everyday
2026-03-11,12:36,AMAVITA APOTHEKE,27.55,Ada,Health,everyday
2026-03-11,15:16,INTERFLORA/ZUERICH OERLIKON,89.36,Noemi,Gifts,gift
2026-03-11,15:29,HOTEL DE LA PAIX HAMBURG CH,135.57,Ada,Travel,trip
2026-03-11,17:38,BAECKEREI FISCHER,5.70,Noemi,Groceries,everyday
2026-03-11,19:36,bistro le petit Hamburg,99.59,Bruno,Dining,trip
2026-03-11,20:45,RESTAURANTE DO FADO,64.34,Noemi,Dining,everyday
2026-03-11,21:03,RESTAURANT SANTA LUCIA 2438 CARD*3863,74.36,Noemi,Dining,everyday
2026-03-12,06:40,SBB CFF FFS/ZUERICH OERLIKON,16.55,Bruno,Transport,everyday
2026-03-12,08:05,MIGROS //BASEL,29.75,Ada,Groceries,everyday
2026-03-12,10:28,BLACK SHEEP Luzern REF 32538335,10.09,Ada,Cafes,everyday
2026-03-12,16:02,COOP,34.89,Bruno,Groceries,everyday
2026-03-12,16:07,Socar Tankstelle CARD*6252,67.72,Bruno,Transport,everyday
2026-03-12,17:38,MARKTHALLE BASEL/ZUERICH,10.80,Ada,Groceries,everyday
2026-03-12,19:49,Hiltl/WALLISELLEN 784 REF 33383089,55.84,Noemi,Dining,everyday
2026-03-12,21:04,KINO RIFFRAFF,20.35,Ada,Entertainment,everyday
2026-03-13,05:00,SUNRISE,59.84,Noemi,Subscriptions,everyday
2026-03-13,11:14,HOTEL BELLEVUE 09.11.26 CARD*1837,192.71,Bruno,Travel,trip
2026-03-13,13:02,BOWLING CENTER HEUERIED NR.9738,43.50,Noemi,Entertainment,everyday
2026-03-13,21:25,Pizzeria Da Michele/ZH,48.16,Noemi,Dining,date_night
2026-03-14,09:06,Volg //Basel,31.47,Noemi,Groceries,everyday
2026-03-14,09:53,MICASA WALLISELLEN,16.23,Ada,Home,everyday
2026-03-14,17:38,MIGROS,13.65,Noemi,Groceries,everyday
2026-03-14,17:52,Obi Baumarkt ST GALLEN FIL.3879 KD.NR 90912644,45.84,Bruno,Home,everyday
2026-03-14,20:22,RESTAURANT SANTA LUCIA TRX 22328655,73.62,Noemi,Dining,date_night
2026-03-14,21:09,HALLENSTADION NR.9563 CARD*4806,111.79,Ada,Entertainment,date_night
2026-03-15,12:07,Tibits 7693 SUISSE,39.32,Noemi,Dining,everyday
2026-03-16,17:52,Vicafe,4.80,Noemi,Cafes,everyday
2026-03-16,18:21,VOLG //Luzern TRX 70701509,12.65,Bruno,Groceries,everyday
2026-03-16,18:30,Restaurant Linde,151.35,Bruno,Dining,date_night
2026-03-17,06:58,Uber Trip/BASEL NR.563,23.07,Bruno,Transport,everyday
2026-03-17,11:39,BURGER KING NR.4935 SUISSE,14.62,Noemi,Dining,everyday
2026-03-17,12:32,COOP PRONTO ST GALLEN,36.50,Ada,Groceries,gift
2026-03-17,17:00,PARKHAUS HOHE PROMENADE ZUERICH NR.1792,12.65,Bruno,Transport,everyday
2026-03-18,16:55,uber trip KLOTEN CH,39.62,Ada,Transport,everyday
2026-03-18,18:00,MOEVENPICK CAFE,11.53,Bruno,Cafes,everyday
2026-03-18,18:38,KINO RIFFRAFF //ZH,11.44,Ada,Entertainment,everyday
2026-03-18,19:19,RESTAURANT BLAUE ENTE,188.19,Ada,Dining,date_night
2026-03-18,20:11,TIBITS Thalwil STORE7492,19.60,Noemi,Dining,everyday
2026-03-19,08:23,COOP PRONTO //WINTERTHUR SUISSE,17.86,Bruno,Groceries,everyday
2026-03-19,16:19,COOP BAU HOBBY/ZUERICH WIEDIKON SCHWEIZ,134.17,Bruno,Home,everyday
2026-03-19,17:11,migros mm zuerich hb //BERN,20.32,Bruno,Groceries,date_night
2026-03-19,18:09,COOP PRONTO //ZH SCHWEIZ,17.29,Bruno,Groceries,everyday
2026-03-19,18:48,SWISS TRAVEL/THALWIL KD.NR 42640970,66.82,Bruno,Travel,trip
2026-03-20,09:49,sbb cff ffs CARD*7402 SUISSE,18.68,Ada,Transport,everyday
2026-03-20,10:37,MANOR,60.41,Bruno,Gifts,gift
2026-03-20,10:44,INTERFLORA THALWIL,163.53,Noemi,Gifts,gift
2026-03-20,13:11,BINDELLA RISTORANTE //ZURICH 3306,92.65,Noemi,Dining,everyday
2026-03-20,17:17,MIGROS NR.8782,56.78,Ada,Groceries,trip
2026-03-20,19:06,SUSHI ZEN SUISSE,113.32,Ada,Dining,date_night
2026-03-20,19:54,restaurant linde NR.194,32.10,Bruno,Dining,date_night
2026-03-21,08:41,Sbb Cff Ffs SCHLIEREN REF 89419616,36.58,Noemi,Transport,everyday
2026-03-21,09:19,CAFETERIA ETH/BERN,5.64,Noemi,Cafes,everyday
2026-03-21,11:57,RESTAURANTE DO FADO,49.24,Ada,Dining,trip
2026-03-21,13:38,PASTELARIA BELEM //PRAG CZ,8.42,Bruno,Cafes,trip
2026-03-21,16:33,COOP USTER 2435,24.64,Bruno,Groceries,everyday
2026-03-21,18:14,DENNER //KLOTEN CARD*7006,50.16,Noemi,Groceries,everyday
2026-03-21,18:39,Le Dezaley/THALWIL 1800,125.29,Ada,Dining,everyday
2026-03-21,19:27,restaurante do fado NR.307,32.69,Noemi,Dining,trip
2026-03-21,20:42,ZEUGHAUSKELLER ZURICH 2915 13.11.24,64.55,Ada,Dining,date_night
2026-03-21,21:07,KAUFLEUTEN //Dietikon,26.98,Noemi,Entertainment,date_night
2026-03-22,11:51,BURGER KING //ST GALLEN,10.51,Ada,Dining,everyday
2026-03-22,15:22,CAFE CENTRAL,8.58,Noemi,Cafes,trip
2026-03-22,18:15,CITY BIKE RENT/PRAG CZ,11.01,Ada,Transport,trip
2026-03-22,18:47,BINDELLA RISTORANTE/LUZERN,95.16,Noemi,Dining,date_night
2026-03-22,22:10,OPERNHAUS ZUERICH 371 05.04.26,118.53,Bruno,Entertainment,date_night
2026-03-23,07:22,Vicafe,8.51,Noemi,Cafes,everyday
2026-03-23,12:26,CHRIST UHREN SCHMUCK ZUERICH WIEDIKON NR.1893,358.82,Noemi,Gifts,gift
2026-03-23,14:08,Starbucks WALLISELLEN FIL.3780 02.07.26,10.72,Ada,Cafes,everyday
2026-03-23,15:54,TRENITALIA TID 11150506,30.06,Noemi,Transport,trip
2026-03-23,17:20,MIGROS 8855,53.03,Noemi,Groceries,everyday
2026-03-23,17:48,MIGROS MM ZUERICH HB LUZERN,14.32,Ada,Groceries,trip
2026-03-23,18:30,RESTAURANTE DO FADO PRAG CZ,92.07,Bruno,Dining,trip
2026-03-23,19:20,Teatro Romano //PRAG CZ FIL.8218 KD.NR 75926374,29.74,Bruno,Entertainment,trip
2026-03-23,19:22,Migros 8019 CARD*2096,22.35,Ada,Groceries,everyday
2026-03-24,07:49,CITY BIKE RENT Prag Cz,13.93,Noemi,Transport,trip
2026-03-24,09:03,grand cafe odeon //LUZERN FIL.5935 NO. 97292799,26.48,Ada,Cafes,everyday
2026-03-24,17:12,BP TANKSTELLE/Luzern,350.72,Noemi,Transport,everyday
2026-03-24,17:30,COOP FIL.3047 07.01.25,22.18,Noemi,Groceries,everyday
2026-03-24,19:56,TRATTORIA DA NINO 26.09.24,52.20,Ada,Dining,trip
2026-03-24,21:14,BRASSERIE GEORGES //PRAG CZ,76.96,Noemi,Dining,trip
2026-03-25,08:09,Starbucks CARD*5861,10.80,Noemi,Cafes,everyday
2026-03-25,08:47,SHELL AUTOBAHN,217.54,Ada,Transport,date_night
2026-03-25,08:56,MEDBASE,134.87,Noemi,Health,trip
2026-03-25,09:53,HOTEL BOAVISTA Prag Cz,231.81,Ada,Travel,trip
2026-03-25,10:45,IKEA DIETLIKON 8630,179.19,Bruno,Home,everyday
2026-03-25,15:33,LANDI STORE5344,45.06,Noemi,Home,everyday
2026-03-26,07:33,COFFEE STOP,7.78,Noemi,Cafes,date_night
2026-03-26,08:51,RENFE VIAJEROS CH,28.19,Bruno,Transport,trip
2026-03-26,09:08,Bohemia Cafe,13.71,Noemi,Cafes,everyday
2026-03-26,11:57,VOLG,11.72,Bruno,Groceries,everyday
2026-03-26,13:36,BAECKEREI FISCHER ZUERICH OERLIKON FIL.2487,4.50,Noemi,Groceries,everyday
2026-03-26,13:56,MUSEU NACIONAL,24.40,Noemi,Entertainment,trip
2026-03-26,16:27,ZVV,1.94,Bruno,Transport,everyday
2026-03-26,17:30,AIRBNB PAYMENTS KD.NR 29361415,391.90,Noemi,Travel,everyday
2026-03-27,07:37,SHELL AUTOBAHN,29.90,Noemi,Transport,everyday
2026-03-27,09:30,COOP PRONTO WINTERTHUR 09.11.25 SUISSE,10.89,Ada,Groceries,everyday
2026-03-27,15:22,STARBUCKS NO. 61259082,9.04,Noemi,Cafes,everyday
2026-03-27,17:43,SOCAR TANKSTELLE FIL.7959 25.12.26,81.17,Bruno,Transport,everyday
2026-03-27,18:04,socar tankstelle 23.11.26,164.67,Noemi,Transport,everyday
2026-03-27,18:46,Migros,33.62,Ada,Groceries,everyday
2026-03-27,20:29,NOOCH ASIAN KITCHEN/ZUERICH WIEDIKON TRX 5755461,29.38,Ada,Dining,everyday
2026-03-27,20:44,aeroporto taxi //PRAG CZ 26.03.25,30.80,Noemi,Transport,trip
2026-03-28,13:30,AEROPORTO TAXI/Prag Cz,41.34,Bruno,Transport,trip
2026-03-28,15:19,Blumengalerie Seefeld ZH,25.18,Noemi,Gifts,gift
2026-03-28,17:36,Zvv 21.08.25,2.15,Bruno,Transport,everyday
2026-03-28,20:34,OCEANARIO PRAG CZ KD.NR 73404223,56.51,Bruno,Entertainment,everyday
2026-03-29,18:52,LE DEZALEY,116.32,Bruno,Dining,date_night
2026-03-30,07:03,swiss travel 03.09.24,120.34,Ada,Travel,trip
2026-03-30,08:09,Uber Trip SCHLIEREN,13.20,Ada,Transport,everyday
2026-03-30,09:43,Jumbo CH,112.28,Noemi,Home,everyday
2026-03-30,15:09,VICAFE KD.NR 75903219,6.55,Ada,Cafes,everyday
2026-03-30,15:11,OBI BAUMARKT NR.2170,51.93,Ada,Home,everyday
2026-03-30,16:08,COOP FIL.8109,12.44,Noemi,Groceries,everyday
2026-03-30,17:52,MANOR/ZUERICH OERLIKON,90.53,Ada,Gifts,gift
2026-03-31,07:33,SBB CFF FFS Schlieren CARD*8925,26.61,Bruno,Transport,everyday
2026-03-31,08:06,Moevenpick Cafe ZURICH,8.08,Noemi,Cafes,everyday
2026-03-31,08:16,VICAFE,7.74,Bruno,Cafes,everyday
2026-03-31,10:13,mobility USTER REF 38907977,48.30,Ada,Transport,everyday
2026-03-31,13:53,mobility,18.63,Bruno,Transport,everyday
2026-03-31,20:14,OPERNHAUS ZUERICH 24.03.24,217.53,Bruno,Entertainment,date_night
2026-04-01,02:35,SPOTIFY 16.03.25,12.95,Ada,Subscriptions,everyday
2026-04-01,08:01,BLACK SHEEP,6.24,Bruno,Cafes,everyday
2026-04-01,16:09,HORNBACH TID 55551907,24.00,Noemi,Home,trip
2026-04-01,18:29,JUMBO SCHLIEREN,38.01,Ada,Home,everyday
2026-04-01,18:53,Bolt Ride NR.3643,21.99,Noemi,Transport,everyday
2026-04-02,07:48,MOBILITY/SCHLIEREN,45.57,Ada,Transport,everyday
2026-04-02,16:40,Coop Bau Hobby 07.06.25,195.86,Noemi,Home,everyday
2026-04-02,17:26,COOP FIL.1508 NO. 20746903,45.73,Noemi,Groceries,everyday
2026-04-03,16:47,coop Zürich NR.2312,23.36,Noemi,Groceries,everyday
2026-04-03,18:13,VBZ TICKET //ZÜRICH CARD*4891,2.89,Noemi,Transport,everyday
2026-04-03,18:21,SUSHI ZEN 11.05.25,71.69,Bruno,Dining,date_night
2026-04-04,04:25,NZZ ABO TID 66663686,39.64,Ada,Subscriptions,everyday
2026-04-04,04:34,Disney Plus,15.97,Noemi,Subscriptions,everyday
2026-04-04,09:41,jumbo,193.57,Bruno,Home,everyday
2026-04-04,09:45,Migros TID 24340091 SCHWEIZ,22.77,Ada,Groceries,everyday
2026-04-04,17:49,ALDI SUISSE //WINTERTHUR 9336,48.67,Bruno,Groceries,everyday
2026-04-04,19:59,MIGROS //SCHLIEREN,17.40,Ada,Groceries,everyday
2026-04-05,07:39,CAFE BÄCKEREI ZEIT,6.04,Noemi,Cafes,everyday
2026-04-05,14:22,OBI BAUMARKT Dietikon KD.NR 97416580,42.65,Ada,Home,trip
2026-04-05,21:24,ZOO ZUERICH //KLOTEN 1793 23.01.26,53.52,Bruno,Entertainment,everyday
2026-04-06,03:43,FITNESSPARK ABO SCHWEIZ,89.42,Bruno,Subscriptions,everyday
2026-04-06,07:36,Socar Tankstelle,88.27,Ada,Transport,everyday
2026-04-06,08:27,Vbz Ticket NO. 77393018,3.26,Noemi,Transport,everyday
2026-04-07,11:26,HORNBACH,74.73,Bruno,Home,everyday
2026-04-07,16:01,DENNER 22.12.25,19.73,Ada,Groceries,everyday
2026-04-07,18:12,OBI BAUMARKT 6477,63.73,Ada,Home,everyday
2026-04-07,18:26,MCDONALDS SCHLIEREN 5847,11.02,Ada,Dining,everyday
2026-04-07,18:52,MOBILITY/WALLISELLEN,106.18,Noemi,Transport,everyday
2026-04-07,20:19,ZEUGHAUSKELLER SCHLIEREN REF 4964739,113.55,Noemi,Dining,date_night
2026-04-08,02:30,swisscom,78.66,Noemi,Subscriptions,everyday
2026-04-08,07:16,CAFE SPRUENGLI NR.7803,19.98,Ada,Cafes,trip
2026-04-08,16:26,COOP STORE3583,11.47,Ada,Groceries,everyday
2026-04-08,17:40,Jumbo,57.67,Ada,Home,everyday
2026-04-08,18:18,Aldi Suisse USTER STORE5635,10.88,Bruno,Groceries,everyday
2026-04-09,02:43,SALT MOBILE 2540 CARD*8007,50.46,Bruno,Subscriptions,everyday
2026-04-09,06:58,BP TANKSTELLE/Kloten 22.06.25,145.25,Bruno,Transport,everyday
2026-04-09,08:30,HOTEL SCHWEIZERHOF CH,193.25,Noemi,Travel,trip
2026-04-09,12:26,HILTL STORE421,30.95,Noemi,Dining,everyday
2026-04-09,19:29,COOP USTER,18.44,Bruno,Groceries,everyday
2026-04-09,19:39,PATHE SPREITENBACH,37.32,Noemi,Entertainment,everyday
2026-04-09,20:15,SWISS CHUCHI,111.73,Ada,Dining,date_night
2026-04-10,02:38,NETFLIX,19.96,Noemi,Subscriptions,everyday
2026-04-10,15:30,KINO ARENA,30.00,Ada,Entertainment,everyday
2026-04-10,16:03,COOP FIL.3267,177.63,Bruno,Groceries,everyday
2026-04-10,16:23,CAFE BÄCKEREI ZEIT,9.76,Bruno,Cafes,trip
2026-04-10,19:34,KRONENHALLE,259.17,Noemi,Dining,date_night
2026-04-10,19:43,Denner STORE3442,26.68,Noemi,Groceries,everyday
2026-04-11,02:28,Serafe 15.04.26 REF 21199608 CARD*3117,113.09,Bruno,Subscriptions,everyday
2026-04-11,12:53,RESTAURANT SANTA LUCIA,66.90,Ada,Dining,everyday
2026-04-11,15:18,coop pronto SUISSE,7.86,Noemi,Groceries,everyday
2026-04-11,22:10,HALLENSTADION,156.45,Bruno,Entertainment,everyday
2026-04-12,19:27,BRASSERIE LIPP ZUERICH STORE9687,140.76,Ada,Dining,date_night
2026-04-12,20:53,TECHNORAMA 04.01.24,18.99,Noemi,Entertainment,everyday
2026-04-13,04:43,SUNRISE FIL.5080,59.09,Noemi,Subscriptions,everyday
2026-04-13,08:10,Coop,44.80,Bruno,Groceries,everyday
2026-04-13,17:07,MIGROS ZUERICH WIEDIKON,28.43,Noemi,Groceries,everyday
2026-04-13,19:38,Denner ST GALLEN NR.6092 20.03.25 REF 19985172,27.30,Bruno,Groceries,everyday
2026-04-14,07:27,bp tankstelle/ST GALLEN REF 57799895,46.93,Bruno,Transport,everyday
2026-04-14,10:15,Vicafe TRX 25066000,6.39,Bruno,Cafes,everyday
2026-04-14,13:41,COFFEE STOP Thalwil,4.34,Ada,Cafes,gift
2026-04-14,14:29,Manor STORE9070 SUISSE,109.29,Bruno,Gifts,gift
2026-04-14,16:20,volg,17.52,Ada,Groceries,everyday
2026-04-14,17:43,PARKHAUS HOHE PROMENADE ZUERICH WIEDIKON,5.63,Noemi,Transport,everyday
2026-04-14,18:02,COOP ZUERICH WIEDIKON 16.04.24,64.25,Bruno,Groceries,everyday
2026-04-14,21:22,OPERNHAUS ZUERICH NR.6286,127.80,Noemi,Entertainment,date_night
2026-04-15,16:27,COFFEE STOP,4.75,Bruno,Cafes,everyday
2026-04-15,16:49,coop //ST GALLEN STORE7111 REF 49689212,40.59,Noemi,Groceries,everyday
2026-04-15,19:06,Technorama DIETIKON,68.02,Noemi,Entertainment,everyday
2026-04-15,21:19,Restaurant Zum Gruenen Glas 504,86.18,Noemi,Dining,everyday
2026-04-17,14:12,KINO RIFFRAFF ZUERICH 8588 SCHWEIZ,33.43,Ada,Entertainment,everyday
2026-04-17,17:17,Migros Mm Zuerich Hb,17.97,Ada,Groceries,everyday
2026-04-18,12:46,MANOR,71.80,Bruno,Gifts,gift
2026-04-18,17:52,HOTEL BELLEVUE/Zh,195.78,Noemi,Travel,trip
2026-04-18,19:08,KAUFLEUTEN WINTERTHUR,18.27,Bruno,Entertainment,date_night
2026-04-19,08:59,SWISS INTERNATIONAL AIR LINES,189.78,Bruno,Travel,trip
2026-04-19,20:31,restaurant zum gruenen glas 17.12.26 CH,107.00,Noemi,Dining,date_night
2026-04-20,09:16,MIGROLINO LUZERN,4.18,Ada,Groceries,everyday
2026-04-20,12:51,SBB CFF FFS/KLOTEN,8.76,Bruno,Transport,everyday
2026-04-20,16:40,HALLENSTADION USTER,142.21,Bruno,Entertainment,everyday
2026-04-21,09:37,ALNATURA ZUERICH LUZERN,32.42,Ada,Groceries,everyday
2026-04-21,11:46,Zeughauskeller KD.NR 56669755,102.51,Noemi,Dining,everyday
2026-04-21,18:27,Toppharm Apotheke 7949 02.03.25 REF 12844502,16.11,Bruno,Health,everyday
2026-04-22,10:11,Cafeteria Eth/ZUERICH WIEDIKON,4.52,Noemi,Cafes,everyday
2026-04-22,12:15,MANOR,52.45,Ada,Gifts,gift
2026-04-22,15:11,ALDI SUISSE,32.42,Bruno,Groceries,everyday
2026-04-22,15:14,VICAFE //THALWIL SUISSE,9.80,Ada,Cafes,everyday
2026-04-22,15:23,amavita apotheke,51.60,Noemi,Health,everyday
2026-04-22,17:13,denner CARD*8855,25.58,Bruno,Groceries,everyday
2026-04-23,07:09,ZVV,3.14,Ada,Transport,everyday
2026-04-23,08:54,Taxi Zuerich Zürich,72.97,Bruno,Transport,date_night
2026-04-23,10:54,GESCHENKIDEE CH/ZURICH NR.9255,63.26,Bruno,Gifts,gift
2026-04-23,12:59,MOBILITY FIL.4098,34.65,Bruno,Transport,everyday
2026-04-23,18:13,UBER TRIP,26.57,Bruno,Transport,everyday
2026-04-24,07:24,coffee stop 864,3.67,Bruno,Cafes,everyday
2026-04-24,08:55,COOP Zh,19.52,Bruno,Groceries,everyday
2026-04-24,17:56,Coop Thalwil 03.11.25,20.65,Ada,Groceries,everyday
2026-04-24,18:14,HOTEL SCHWEIZERHOF KLOTEN,113.06,Ada,Travel,trip
2026-04-24,18:14,VOLG //KLOTEN,10.67,Bruno,Groceries,everyday
2026-04-25,11:51,BURGER KING,19.56,Ada,Dining,trip
2026-04-25,13:25,Mcdonalds,35.77,Bruno,Dining,everyday
2026-04-25,16:41,Geschenkidee Ch,40.67,Ada,Gifts,gift
2026-04-25,17:17,MIGROLINO Zürich CARD*1256,11.75,Bruno,Groceries,everyday
2026-04-25,20:01,KINO ARENA ZUERICH OERLIKON KD.NR 9524392,39.79,Ada,Entertainment,date_night
2026-04-25,20:13,RESTAURANT LINDE,78.28,Noemi,Dining,everyday
2026-04-26,13:38,BOWLING CENTER HEUERIED,21.12,Bruno,Entertainment,everyday
2026-04-27,06:41,sbb cff ffs //DIETIKON STORE7778 REF 39829872 CARD*8593,19.25,Bruno,Transport,everyday
2026-04-27,07:21,VICAFE ZÜRICH,2.72,Noemi,Cafes,everyday
2026-04-27,08:11,APOTHEKE ZUR ROSE //THALWIL 7911,25.21,Ada,Health,everyday
2026-04-27,08:55,PARKHAUS HOHE PROMENADE,20.82,Bruno,Transport,everyday
2026-04-27,10:10,COFFEE STOP Zürich,6.61,Noemi,Cafes,everyday
2026-04-27,13:01,HALLENSTADION,66.63,Bruno,Entertainment,trip
2026-04-27,13:04,sbb cff ffs NO. 82099123,27.23,Ada,Transport,everyday
2026-04-27,16:23,SBB CFF FFS,20.87,Ada,Transport,everyday
2026-04-28,07:45,GRAND CAFE ODEON //ZUERICH WIEDIKON,23.54,Ada,Cafes,everyday
2026-04-28,08:59,COOP PRONTO 4405 REF 89173247,11.70,Bruno,Groceries,everyday
2026-04-28,09:01,CAFE SPRUENGLI,19.34,Noemi,Cafes,everyday
2026-04-28,19:06,Migrolino USTER NR.9359,8.65,Ada,Groceries,everyday
2026-04-29,13:40,SWISS CHUCHI 10.03.25,62.93,Bruno,Dining,everyday
2026-04-29,14:11,COOP WALLISELLEN NR.4943 TRX 87956117,19.26,Ada,Groceries,everyday
2026-04-29,14:23,TAXI ZUERICH KLOTEN STORE3331 NO. 81824512 SCHWEIZ,33.97,Ada,Transport,everyday
2026-04-29,18:59,Pizzeria Da Michele/Luzern NO. 45271778 CARD*6827,173.63,Ada,Dining,date_night
2026-04-29,22:13,Kino Arena ZÜRICH,39.84,Noemi,Entertainment,everyday
2026-04-30,09:55,vicafe FIL.8597 23.03.24 CH,6.54,Noemi,Cafes,everyday
2026-04-30,20:15,Bowling Center Heueried Wallisellen CARD*6302,38.63,Ada,Entertainment,everyday
2026-05-01,03:17,SPOTIFY FIL.7831,13.08,Ada,Subscriptions,everyday
2026-05-01,12:57,MIGROLINO FIL.8707 TRX 35693743,13.97,Ada,Groceries,everyday
2026-05-01,16:36,jumbo TID 4208566,51.27,Ada,Home,everyday
2026-05-01,17:02,Bohemia Cafe,7.89,Noemi,Cafes,everyday
2026-05-01,20:56,SWISS TRAVEL //ST GALLEN CARD*9076,58.34,Noemi,Travel,trip
2026-05-02,09:37,JUMBO //ZUERICH OERLIKON KD.NR 46434477,52.12,Ada,Home,everyday
2026-05-02,11:23,INTERFLORA,62.37,Bruno,Gifts,gift
2026-05-02,18:27,KRONENHALLE/ST GALLEN STORE5339,183.42,Ada,Dining,everyday
2026-05-02,18:28,PIZZERIA DA MICHELE Wallisellen,25.24,Noemi,Dining,date_night
2026-05-02,19:03,KEBAB HOUSE ZÜRICH 3439 TRX 15263709,27.86,Ada,Dining,everyday
2026-05-02,19:45,TIBITS,14.71,Bruno,Dining,everyday
2026-05-02,19:47,MIGROS //Zuerich Wiedikon,43.35,Bruno,Groceries,everyday
2026-05-02,20:07,kino arena,35.86,Ada,Entertainment,date_night
2026-05-02,20:33,Hiltl Wallisellen STORE6714 REF 79282534 CARD*8813,111.40,Ada,Dining,date_night
2026-05-03,11:23,VBZ TICKET ZUERICH WIEDIKON 27.08.24,2.57,Noemi,Transport,everyday
2026-05-03,14:32,Markthalle Basel USTER 06.03.24,41.94,Noemi,Groceries,everyday
2026-05-03,17:59,bohemia cafe CARD*4391,16.71,Bruno,Cafes,everyday
2026-05-04,02:23,NZZ ABO,39.20,Noemi,Subscriptions,everyday
2026-05-04,04:07,disney plus 03.03.25,16.06,Ada,Subscriptions,everyday
2026-05-04,07:31,SBB CFF FFS,9.41,Ada,Transport,everyday
2026-05-04,08:46,Sbb Cff Ffs //Zuerich 23.12.26,17.45,Bruno,Transport,everyday
2026-05-04,15:17,GLOBUS,189.18,Ada,Gifts,gift
2026-05-04,16:56,Migros //SCHLIEREN,51.86,Ada,Groceries,everyday
2026-05-05,07:50,Cafe Central,6.67,Bruno,Cafes,trip
2026-05-05,08:54,CAFE BÄCKEREI ZEIT 28.02.25,11.69,Bruno,Cafes,everyday
2026-05-05,09:50,OPTIKER KOCH 20.02.25 CARD*7991,73.34,Bruno,Health,everyday
2026-05-05,13:32,TAVERNA MYKONOS //Porto 24.06.26,42.09,Noemi,Dining,trip
2026-05-05,18:57,bindella ristorante //Zuerich,85.02,Bruno,Dining,date_night
2026-05-05,19:17,MOBILITY //THALWIL,70.42,Noemi,Transport,everyday
2026-05-06,03:39,FITNESSPARK ABO KD.NR 72969623,87.99,Ada,Subscriptions,everyday
2026-05-06,06:45,Hotel Boavista,372.18,Noemi,Travel,trip
2026-05-06,12:54,VOLG NR.5341 TRX 17664270,13.67,Noemi,Groceries,everyday
2026-05-06,13:45,Cafe Spruengli ZUERICH OERLIKON TRX 20770512,28.19,Noemi,Cafes,everyday
2026-05-06,14:39,BLUME 3000/SCHLIEREN,154.10,Ada,Gifts,gift
2026-05-06,18:39,UBER TRIP,9.60,Bruno,Transport,everyday
2026-05-06,20:31,BURGER KING ST GALLEN,27.50,Ada,Dining,everyday
2026-05-07,06:06,SBB RAILAWAY 1844,106.40,Noemi,Travel,trip
2026-05-07,08:11,VICAFE ZH REF 37933256,7.21,Ada,Cafes,everyday
2026-05-07,09:51,IKEA DIETLIKON,254.23,Bruno,Home,everyday
2026-05-07,13:07,Taverna Mykonos,54.63,Ada,Dining,trip
2026-05-07,14:02,CAFE CENTRAL Porto,15.09,Bruno,Cafes,trip
2026-05-07,14:27,spar express KLOTEN,13.45,Noemi,Groceries,everyday
2026-05-07,19:44,bowling center heueried ZH,78.66,Noemi,Entertainment,everyday
2026-05-07,19:54,migros mm zuerich hb,13.87,Ada,Groceries,everyday
2026-05-07,20:05,MOBILITY ZURICH STORE3918 24.09.24,17.30,Ada,Transport,everyday
2026-05-07,21:19,Hallenstadion 6920 CARD*5083,142.42,Noemi,Entertainment,date_night
2026-05-08,02:32,Swisscom FIL.4838,81.03,Bruno,Subscriptions,everyday
2026-05-08,07:40,UBER TRIP 08.07.25 KD.NR 88257216,11.25,Bruno,Transport,everyday
2026-05-08,13:52,MANOR Zuerich CH,76.10,Noemi,Gifts,gift
